domain,kingdom,phylum,class,order,family,genus,species
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Naucrates,Naucrates ductor
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Pseudocaranx,Pseudocaranx dentex
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Scomberoides,Scomberoides lysan
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Selar,Selar crumenophthalmus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola dumerili
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola lalandi
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola rivoliana
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Uraspis,Uraspis helvola
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Uraspis,Uraspis secunda
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Uraspis,Uraspis uraspis
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Coryphaenidae,Coryphaena,Coryphaena equiselis
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Coryphaenidae,Coryphaena,Coryphaena hippurus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Echeneidae,Echeneis,Echeneis naucrates
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Echeneidae,Phtheirichthys,Phtheirichthys lineatus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Echeneidae,Remora,Remora brachyptera
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Echeneidae,Remora,Remora osteochir
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Echeneidae,Remora,Remora remora
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Amblycirrhitus,Amblycirrhitus bimacula
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Cirrhitops,Cirrhitops fasciatus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Cirrhitus,Cirrhitus pinnulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Oxycirrhites,Oxycirrhites typus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Paracirrhites,Paracirrhites arcatus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Cirrhitidae,Paracirrhites,Paracirrhites forsteri
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Girellidae,Girella,Girella leonina
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia sandvicensis
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,Kuhlia xenura
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus cinerascens
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus elegans
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus hawaiiensis
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus ocyurus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus sectatrix
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus vaigiensis
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Microcanthus,Microcanthus strigatus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Oplegnathidae,Oplegnathus,Oplegnathus fasciatus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,Oplegnathidae,Oplegnathus,Oplegnathus punctatus
Eukaryota,Metazoa,Chordata,Actinopteri,Centrarchiformes,NA,NA,Cirrhitidae
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon auriga
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon citrinellus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon ephippium
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon fremblii
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon kleinii
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon lineolatus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon lunula
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon lunulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon miliaris
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon multicinctus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon ornatissimus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon quadrimaculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon reticulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon tinkeri
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon trifascialis
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon ulietensis
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon unimaculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Forcipiger,Forcipiger flavissimus
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Forcipiger,Forcipiger longirostris
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys thompsoni
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Heniochus,Heniochus diphreutes
Eukaryota,Metazoa,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Prognathodes,Prognathodes basabei
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Herklotsichthys,Herklotsichthys quadrimaculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella marquesensis
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Spratelloides,Spratelloides delicatulus
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Dussumieriidae,Etrumeus,Etrumeus makiawa
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer
Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina purpurea
Eukaryota,Metazoa,Chordata,Actinopteri,Elopiformes,Elopidae,Elops,Elops hawaiensis
Eukaryota,Metazoa,Chordata,Actinopteri,Elopiformes,Elopidae,Elops,Elops machnata
Eukaryota,Metazoa,Chordata,Actinopteri,Ephippiformes,Ephippidae,Platax,Platax boersii
Eukaryota,Metazoa,Chordata,Actinopteri,Ephippiformes,Ephippidae,Platax,Platax teira
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Bregmacerotidae,Bregmaceros,Bregmaceros japonicus
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Cetonurus,Cetonurus crassiceps
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides rudis
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Lepidorhynchus,Lepidorhynchus denticulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Mataeocephalus,Mataeocephalus acipenserinus
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Nezumia,Nezumia propinqua
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Trachonurus,Trachonurus sentipellis
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Melanonidae,Melanonus,Melanonus zugmayeri
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Moridae,Antimora,Antimora microlepis
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Moridae,Laemonema,Laemonema rhodochir
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Moridae,Laemonema,Laemonema robustum
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Moridae,Lepidion,Lepidion inosimae
Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Moridae,Physiculus,Physiculus rhodopinnis
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Asterropteryx,Asterropteryx semipunctata
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,Bathygobius coalitus
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,Bathygobius cocosensis
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,Bathygobius cotticeps
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Bryaninops,Bryaninops tigris
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Bryaninops,Bryaninops yongei
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Discordipinna,Discordipinna griessingeri
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Eviota,Eviota epiphanes
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Eviota,Eviota susanae
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Fusigobius,Fusigobius duospilus
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gnatholepis,Gnatholepis anjerensis
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gnatholepis,Gnatholepis cauerensis
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gunnellichthys,Gunnellichthys curiosus
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Mugilogobius,Mugilogobius cavifrons
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Nemateleotris,Nemateleotris magnifica
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Oxyurichthys,Oxyurichthys lonchotus
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Pleurosicya,Pleurosicya micheli
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Priolepis,Priolepis eugenius
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Priolepis,Priolepis farcimen
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Priolepis,Priolepis semidoliata
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Psilogobius,Psilogobius mainlandi
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Ptereleotris,Ptereleotris heteroptera
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma milta
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma taylori
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma unisquame
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,Eviota
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Kraemeriidae,Kraemeria,Kraemeria bryani
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Schindleriidae,Schindleria,Schindleria pietschmanni
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Schindleriidae,Schindleria,Schindleria praematura
Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,NA,NA,Gobiidae
Eukaryota,Metazoa,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos chanos
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis adusta
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis amaena
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis berndti
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis chryseres
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis greenfieldi
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis kuntee
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis murdjan
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis vittata
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,Neoniphon aurolineatus
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,Neoniphon sammara
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Plectrypops,Plectrypops lima
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron diadema
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron ensifer
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron microstoma
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron punctatissimum
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron spiniferum
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron tiere
Eukaryota,Metazoa,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron xantherythrum
Eukaryota,Metazoa,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,Istiompax,Istiompax indica
Eukaryota,Metazoa,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,Istiophorus,Istiophorus platypterus
Eukaryota,Metazoa,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,Kajikia,Kajikia audax
Eukaryota,Metazoa,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,Makaira,Makaira nigricans
Eukaryota,Metazoa,Chordata,Actinopteri,Istiophoriformes,Istiophoridae,Tetrapturus,Tetrapturus angustirostris
Eukaryota,Metazoa,Chordata,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,Xiphias gladius
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,Apogon deetsie
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,Apogon erythrinus
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogonichthys,Apogonichthys perdix
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Foa,Foa brachygramma
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Lachneratus,Lachneratus phasmaticus
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon kallopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon taeniopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Kurtiformes,Apogonidae,Zapogon,Zapogon evermanni
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Ammolabrus,Ammolabrus dicrus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Anampses,Anampses chrysocephalus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Anampses,Anampses cuvier
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Bodianus,Bodianus albotaeniatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Bodianus,Bodianus sanguineus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Calotomus,Calotomus carolinus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Calotomus,Calotomus zonarchus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Cheilio,Cheilio inermis
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Chlorurus,Chlorurus perspicillatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Chlorurus,Chlorurus spilurus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Cirrhilabrus,Cirrhilabrus jordani
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Coris,Coris flavovittata
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Coris,Coris gaimard
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Coris,Coris venusta
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Cymolutes,Cymolutes praetextatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Epibulus,Epibulus insidiator
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Gomphosus,Gomphosus varius
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres marginatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Halichoeres,Halichoeres ornatissimus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius aneitensis
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius celebicus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius pavo
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Iniistius,Iniistius umbrilatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Labroides,Labroides phthirophagus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Macropharyngodon,Macropharyngodon geoffroy
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Novaculichthys,Novaculichthys taeniourus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Novaculops,Novaculops woodi
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Oxycheilinus,Oxycheilinus bimaculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Oxycheilinus,Oxycheilinus unifasciatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Polylepion,Polylepion russelli
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus evanidus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus ocellatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus octotaenia
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus tetrataenia
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Pseudojuloides,Pseudojuloides cerasinus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus dubius
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus psittacus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus rubroviolaceus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Stethojulis,Stethojulis balteata
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Suezichthys,Suezichthys notatus
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma ballieui
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma duperrey
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma lutescens
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma purpureum
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma quinquevittatum
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Thalassoma,Thalassoma trilobatum
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,Labridae,Wetmorella,Wetmorella albofasciata
Eukaryota,Metazoa,Chordata,Actinopteri,Labriformes,NA,NA,Labridae
Eukaryota,Metazoa,Chordata,Actinopteri,Lampriformes,Lampridae,Lampris,Lampris guttatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lampriformes,Lophotidae,Lophotus,Lophotus capellei
Eukaryota,Metazoa,Chordata,Actinopteri,Lampriformes,Trachipteridae,Desmodema,Desmodema polystictum
Eukaryota,Metazoa,Chordata,Actinopteri,Lampriformes,Trachipteridae,Zu,Zu cristatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lampriformes,Veliferidae,Metavelifer,Metavelifer multiradiatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lobotiformes,Lobotidae,Lobotes,Lobotes surinamensis
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius,Antennarius commerson
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius,Antennarius maculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius,Antennarius pictus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennarius,Antennarius striatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Antennariidae,Antennatus,Antennatus tuberosus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Antennariidae,Histrio,Histrio histrio
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,Caulophryne polynema
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Ceratiidae,Ceratias,Ceratias holboelli
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Ceratiidae,Ceratias,Ceratias uranoscopus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Ceratiidae,Cryptopsaras,Cryptopsaras couesii
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Chaunacidae,Chaunax,Chaunax umbrinus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Diceratiidae,Diceratias,Diceratias pileatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,Gigantactis microdontis
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,Gigantactis vanhoeffeni
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Gigantactinidae,Rhynchactis,Rhynchactis leptonema
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Himantolophidae,Himantolophus,Himantolophus sagamius
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Linophrynidae,Haplophryne,Haplophryne mollis
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Linophrynidae,Linophryne,Linophryne densiramus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Linophrynidae,Photocorynus,Photocorynus spiniceps
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophiodes,Lophiodes miacanthus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Melanocetidae,Melanocetus,Melanocetus johnsonii
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Melanocetidae,Melanocetus,Melanocetus murrayi
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Neoceratiidae,Neoceratias,Neoceratias spinifer
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Ogcocephalidae,Malthopsis,Malthopsis jordani
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Ogcocephalidae,Solocisquama,Solocisquama stellulata
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Chaenophryne,Chaenophryne draco
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Chaenophryne,Chaenophryne longiceps
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Dolopichthys,Dolopichthys longicornis
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Dolopichthys,Dolopichthys pullatus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Leptacanthichthys,Leptacanthichthys gracilispinis
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Lophodolos,Lophodolos indicus
Eukaryota,Metazoa,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Microlophichthys,Microlophichthys microlophus
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Aphareus,Aphareus furca
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Aphareus,Aphareus rutilans
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Aprion,Aprion virescens
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Etelis,Etelis carbunculus
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Etelis,Etelis coruscans
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus fulvus
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus gibbus
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus kasmira
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus sebae
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Pristipomoides,Pristipomoides auricilla
Eukaryota,Metazoa,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Pristipomoides,Pristipomoides filamentosus
